product_name,product_price,Rate,Review,Summary,Sentiment
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,value-for-money,crompton offers this range of coolers ozone with multiple capacity of water tank though the fan motor and air flow capacity remains the same which should not have been the case i bought the 88 litre model satisfied with cooling but the castor wheels are not strong enough for the weight of 88 litre filled water tank suggestion is to go for 75 litre instead of 88 litre variant,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,unsatisfactory,its vertical swing quality is bad when you set to upward then automatically it goes to down due to this air goes to down we cant set direction as we wantvertical swing is uselesswater filling opening box is too small when u fill with jug many water goes to outside cooler ice chamber is useless ice cube water goes to 88 liter chamber how some ice can cool 88 ltr ice chamber need to direct connect to honeycomb pad and slides that it cool instantlyit make some noise too during,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,utterly disappointed,never purchase cooler from flipkartmy 10500 wastedpump not working honey comb drynot giving cool airthe up and down slider is also not working when you manually do it up it will go down itself after few minutes giving only air in downwardi am a regular flipkart customer and was trusting flipkart but after this cooler purchasing experience i hate flipkart from now and ill never do any order at flipkartive requested for return that was 7 days replacement policy buttechnician came and,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,unsatisfactory,air throw is very disappointingi thought it was a good cooler but its not they mentioned that it is for 450sq feet but it cant even cool my little 150sq feet room in 40 degree temp also i have tried all the way for ventilation but it always creates humidity and thats the bad part i suggest to dont buy this you can even buy a local brand cooler from the show which far better than this,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,it is old model and dont have outlet for draining dirty water we have to clean it manually and do lot of physical work usually the water becomes stinky once in a month we have to remove the screws and use motor to pump out the water the screws are not stainless steel so they get rusted easily and makes it difficult to remove the wheels get stuck within a month theres no manual how to remove and clean honeycomb the only positive point is its air throwing capacity and ability to cool,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,don't waste your money,i baught this cooler looking at the number of reviews and rating as i always do and as expected cooler built quality is good but the main function of cooling has a design defect the water supplied through the channel has some design defect because of which none of the honeycomb panels gets wet completely and hence cooling effect is very less people may not have noticed this if they are from relatively not that hot places like pune mumbai or bangalore etc i would not recommend this product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,just okay,not a great product the finishing of the product is not look like it is branded one just looks like ordinary roadside product not expected this type of product from crompton i have shared my view after 2 days of usage the 3 star is for its price go for symphony this is not trust worthy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,5,great product,cooling is excellent even in large hall delivery of the product is really fast i got the item in 2days first time i am experiencing this fast delivery and packing of the product not good time god there is no damage found in coolercons1 cooling the room is very fast2 air flow also good3 fan blades are made by metal because of this blades doesnt bend while cooler is running4 motor is also made by crompton5 ice adding chamber also really cool6 coaster wheels are really,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,not a good body delivery of this product is not safe it get break working is also not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,5,excellent,nice cooler cools very quick but i didnt get the manual book packaging was little damaged seller was dhamakadeal,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,decent product,cooling is ok but it smells too bad,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,this cooler is wonderful i would say best desert cooler but do not buy it from flipkart at all they will pack it in worst way possible and their delivery guys will keep it in tampo with lots of load on iti received it as broken productand i know how difficult it was to get replacement in time their customer care representative gets payed only to apologize supervisormanagers even case escalate managers will have only sorry to share with youbuy this cooler but not from flipkart,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,product changed,i buy this product 55 dessert but total sent another product still now cant be returned5 times technician visit postponed and some times automatically return rejected by flipkart after i call the flipkart customer care but they agreed the problem and still product cant be retu,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,item is good but delhivery courier service worst.,item is good but delivery service of flipkart delhivery courier service is worst,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,worthless,i did not like this product its fan doesnt work properly the engineer comes and gives false hopes to my parents and returns back anf you guys have cancelled my refund this is ridiculous this is a waste productjeeves and flipkart have duped us big time,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,5,mind-blowing purchase,prosbuild quality looks excellentfan speed and cooling phenomenalwater lasting entire day full tanknoise acceptableair throw wide and sharpwheels tough enoughvalue for money undoubtedly extremely recommendedconspackaging could have been betterdelivery period too longmore than 5 daysbehavior of delivery boy rude illiteraterobberwas demanding for extra money to deliver on time,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,absolute rubbish!,water pump was not working,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,received defective product auto swing is not working properly better to purchase product from shopmarket where u can replace the product within a single day in my case they gave given me the 12days as a pickup time,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,useless product,product wise its finebut this time delivery service was pathetic,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,good quality product,product received good but its air flow i have confusion very less coll my 810 room i am not feeling more cool,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,worst delivery flipkart,not delivered as promised delivery person asked us to pick up with our own expenses which was around 20 kms,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,very bad quality very poor plastic material very cheap product showing it fr 17k and then discounting it and selling fr 10k still costly as per product received just fooling people in the name of brand third class product very much disappointed from flipkart requested for return and refund on the same day refund request rejected now forced to replace the product never buy crompton and use flipkart for buying,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,slightly disappointed,cooling wise its good but when we taking about noise its too noisy the water dropping noise will irritate youalso it comes with only honey comb pad its big disadvantage is the insect will easily inter through holein this price range go for bluestar windus cooler it is coming with hybrid pad,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,very poor,it was really bad experiences with flipkart this time the delivery person was want deliver the item on road rather than mentioned address,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,waste of money!,this is worst produc air flow speed is very slow cooler outer body was very like already usedit was not expected from flipkart,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,damaged,got a damaged one,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,don't waste your money,very bad machine please dont buy it you have to take leave from your office to get it repaired within 5 months i suffering you please ignore this cooler,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,5,awesome,nice but wheel quality low,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,worthless,useless ice tray the ice tray water goes to the water filled in the below container obviously 100 ml of cold wouldnt gonna cool the 75 liter of water,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,really nice,coolers cooling is good but little noisy and honey comb pads if gets dirty almost impossible to clean,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,waste of money!,not working after3 months,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,quality is not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,could be way better,not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,grill is not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,5,super!,this review of two contion must read before buy any electronic products its my humble request to all i m purchase two crompton cooler from flipkart 1 75 litr date 10 april 2022 its work properly nd i m very happy of this cooler after this i m purchase again a cooler crompton 88 ltr order date 18july 2022 delivery date 28 july but delivered 30 july 2022 installation 1 aug 2022 that day i found leakage problem i m registered complain for replacement on 1 aug 2022 company say technic,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,more than 10 days have gone but still cooler is giving stinking air,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,just okay,the cooler works very well it has good water storage capacity and can work for the whole night when filled once but two of its wheels are depressed a little which i noticed after a few days of installation i find it really difficult move the cooler from one place to the other,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,after 1 month of usage pump stopped working,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,not good,not as expected,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,good,not good this product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,very very bad productno cooling very very very very very very poor and bad product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,fan motor stop functioning within a week,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,not good,honey comb are very bad qualityits smelling very bad,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,horrible,worst product dont buy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,ok product installation process is worst,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,cooling not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,unsatisfactory,low cooling with low rom,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,waste of money!,very bad experience this cooler not god and price high,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,just okay,while the fan and motor quality is good the problem with this cooler is its body the plastic is not very strong and the vent in front is problematic as the horizontal plastic pieces do not remain at their place leading to less air flow it is a big let down and request crompton to replace the plastic mesh in future rest of the body is also quite shaky,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,absolute rubbish!,very bed cooler its sound too much,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,cooling not proper,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,mony is wasted not ear,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,good,heavy noise front fins quality is worst road side cooler front fin quality is much better than this cooler not wort it,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,slightly disappointed,cooling is not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,waste of money!,leakage problem,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,terrible product,waste product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,slightly disappointed,not provide proper cooling,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,does the job,its good cooling is fine some parts of the cooler is made of cheap plastic biggest disadvantage is the sound even at lowest speed sound is quite high,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,slightly disappointed,not good cooling,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,slightly disappointed,why its motor speed slowed down after using 1week,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,too bad air throw also cooling proper ventilated room but given too much humidity,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,waste of money!,not properly work,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,moderate,air throwing distance is very low,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,just okay,not cooling as good said by company,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,fair,wheel is defective,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,absolute rubbish!,wast of moneyair through below 5 feetdont buy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,not sufficient air if we stand in front of the cooler then only we are getting otherwise no air,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,bad quality,crompton ozone desert air cooler horizontal flap no working properly1 serves the purpose cooling is better than expected2 it smells worse i cant enter into my room if i switch on for one hour cant explain the situation even it cools the room if you cant stay then no use at all3 no water outlet if you fill 75 ltrs of effort and when bad smell comes with water turned greenish no way you can release water,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,worst product pls do not buy this,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,terrible product,not good as expected,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,nice,its not working minimum 3monthsmoney n time west for this very bad company,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,don't waste your money,flipkart is always dispointed me,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,fair,in this crompton 88l air cooler problem in front panel air also flow downward its stip not hold,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,just okay,front grills are very loose,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,worst experience ever!,the quality of the wheel is not up to the markget broken in within 15 days,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,don't waste your money,dont buy product from flipkart i received damaged product i replaced the product even after replacing it i got the same product as replacement,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,horrible,not working properly after 1 month,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,utterly disappointed,very humid bad purchase poor quality total money waste,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,bad quality,not a good oneits not throwing any cool air and a lot of noisy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,not good,cooler body quality is very bad its very fragile plastic body with the side doors knobs provided not so good once side door is opened does not fit again correctly refilling water is also pain with the knob provided at back being very loose and leaks water when refill is done unless you are very cautious there is no way to drain water you need to either remove water using mug or reverse the filler cooler upside down i recommend not to purchase this cooler and look at some other cooler wh,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,good,poor quality,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,not good,after 20 days the cooling goes down you dont fell how the 1st day it was dont know where exactly the issue lies even after representative visited same,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,really nice,cooling system is good but body material is so poor,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,terrible product,dont go on flipkart review i purchase this cooler but totally waste of moneyp,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,low quality product silver alluminium motor windingair flow is very low i bought same model 5 years back and that has copper motor and the airflow is too gud but now crompton started making aluminium motors due to which airflow reduces about 50 and plastic body is also made of very cheap material,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,utterly disappointed,not to the expectations low garde plastic used swing isnt adjustable water pump replaced 4 times in 3 months over all waste buy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,moderate,after use 1year 1 month use regular 3months water pump not working crompton use very bad product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,water pump motor failure after buy with in a month and no service provided by crompton,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,very poor quality and i received a defective product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,water is not pouring from holescrompton services are not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,bad quality,within one year you may lost fan motor without any special cause when it is runningstarting,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,utterly disappointed,very very bad product guys please dont buy this product overall bad experience on this product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,good,product was defective,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,worst experience ever!,product look is good but there is leakage in the screw of wheel when power on then water coming outside and floor become wet and slippery dont buy this they are cheating by selling defective products,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,nice,air flow is not fast as expected the cooler is good not best even only for one person,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,very poor,both motor and pump stopped working after one season only air throw is also lame doesnt work in june summer waste of money bought it for 8577 still waste of money wont buy any crompton product again,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,moderate,wheels quality is very poor back wheels not working properly from days 1st no customer service,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,could be way better,worst product dont buy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,pretty good,little bit noisy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,pathetic cooler,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,slightly disappointed,it has issue with body the plastic fitting is not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,5,wonderful,item is excellent but courier servicer delhivery behaviour is so bad,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,all pipes are blocked defected piece nobody came from flipkart to return it,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,one of the worst products i have received in recent days stopped working with in a month,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,unsatisfactory,within one year speed decreased,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,very poor,water pump stopped working in 2 months they have very poor customer service when i contacted them to fix it,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,not good overall every time air flow go down slowly slowly cause the plastic blade quality is very poor and quality of product not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,good,no dust filterno remote control plastic bodyneed to check performance ill review in next one month usage,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,does the job,the cooler looks good but it is as not effective as it is detailed the length of the pipe that connects the water motor is too short and keeps coming out,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,horrible,disgustingi had ordered this product with very high expectation today on 19062021 i have received this product but unfortunately the product is found damagedand its such a disgusting product because we have to adjust the front grills after every 5 minutes as its comes down we have also use mseal to repair the damaged partreally we didnt expected such bad product from flipkart,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,moderate,not sutisfiedvery bad product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,moderate,after 2 month review air through cooling is not that good and the major problem is when we start rotation wing mode than vertical wing clash with horizontal wing due to it some row of horizontal wings get damaged really disappointed after paying that much facing such problem while using rotationdont go for this cooler,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,worthless,not recommended it works same as other cheap cooler,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,good,the blades keep on falling downwards towards the ground and all the air flow is directed on the floor didnt like that part need to manually adjust the blades bt in no time the blades direct towards the floor cooling is not much satisfying the air flow is good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,utterly disappointed,this air cooler is so badest product in the world dont buy this cooler,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,unsatisfactory,this is very bad product so i request everyone please dont buy this product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,fair,overpriced and not a very good finish on the coolers plastic bodyotherwise its fine,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,utterly disappointed,very disappointed,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,absolute rubbish!,after 1 year fan not working very very disappointed,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,after using a month its water motor stop working so sad having this crompton desert cooler because as i know that these guys are using cheap chinese products which is making the products and un durable i will not suggest to buy anybody please refrain,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,worth the money,every thing is ok but ya it is noisy not too muchbut it is noisy,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,don't waste your money,veri bed cooler,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,just okay,item is very nice but water drain not available in product this is negative side,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,absolute rubbish!,not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,moderate,not so good it cant be kept inside creates humidity infact we have good ventilation source,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,nice,working fine no issues,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,absolute rubbish!,1 week perfomance only later on it working work,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,terrible product,do not purchase this item they will not take return if any problem i purchased this product two times i applied for return since it was not upto our expectation but without reason they have cancelled return twice our money got wasted please do not purchase this and dont waste your money,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,unsatisfactory,very compact and bed product water pump not working after 7 days of delivery not recommended,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,absolute rubbish!,dont buy this product at all not worth even for 1 rs,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,moderate,this product is not suitable in high temp area in day time 4546 degree make high noise and i got broken product this does not fulfill my requirement i did not get refund technician in not good he reject my refund very poor response from flip kart and i still call flip kart around 5 to 6 times in day and wasting my time on this product last 10 days and still cannot get the refund and any solution,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,it is not giving cool air despite the fact it has been placed outside the window so that outer air enters in room not satisfied with this one,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,worst product in this price rangereturn option not available,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,very good,somehow its cooling capabilities is not so good else its good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,just okay,damaged product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,fair,i am disappointed with the product intially i ordered for ash color but i got another color placed replacement but again brought the same color which they delivered me intially coming to performance it is quite good but only annoying is there is no buttonknob to adjust the wind direction from outside,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,not happy for this product air throw not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,worst product water dispenser are unable to dispense water in honey combnot working properly due to this honey comb remains dry due to this it spreads hot airnot useful for summerjust a show piecenot expected from band like crompton smells weird try to contact crompton customer service but they didnt respond dont buy this product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,bad quality,cooler was not goodnew coolers pump was faulty,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,bad quality,not as expected very much noise and poor air coolingsometimes water pumping motor isnt working properly and getting offed automatically,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,does the job,cooling power is not upto the markcompared with its quality it is over priced,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,fair,cooler is good but i got damaged product,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,fair,received with broken plug topotherwise fine,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,very poor,the motor became jam in 20 days,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,did not meet expectations,too much smelldisappointed on day 1,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,very poor,motor not runs on speed 1,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,not recommended at all,very worst product for this price no air push and whole product has lot of scratches along with motor covered with tape which covers maker details main issue is no cooling and defected product no cooling less air throw and lot of defected plastic body that needs a refund for this order very very unhappy with the product as it has lot of issues,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,good,low cooling,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,4,good choice,less noise throws cool air but body quality is not good,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,speed is very low,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,unsatisfactory,not cooling,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,its up down louver are comes downward within 2 minutes causes air not comes on bedi think it is its design problemdue to this i dont like it,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,5,awesome,very poor,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,2,expected a better product,plastic quality is very light horizontal swing does not work the blades automatically will come down wheel lock doesnt work the cooler still moves even after the lock,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,hated it!,worst experienceiam writing this review after using this cooler for one week iam not at all satisfied with the product no cooling at all its just like a normal fan no support from crompton people and seller rejected my return request without asking my feedback totally disappointed with this service,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,worst experience ever!,very bad product with in 6 month its pump is not working very noisy also,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,don't waste your money,received broken cooler,negative
